task,psnrA,psnrB
0,35.873252868652344,39.827239990234375
1,34.47434616088867,38.25771331787109
2,35.85361862182617,39.72966766357422
3,36.76005935668945,40.71198272705078
4,38.46363830566406,42.40934371948242
5,40.28847503662109,44.20904541015625
6,37.80894470214844,41.73860549926758
7,39.75422668457031,43.596656799316406
8,38.63081741333008,42.46817779541016
9,36.59961700439453,40.48312759399414
