task,psnrA,psnrB
0,45.849727630615234,13.670352935791016
1,45.849727630615234,13.670352935791016
2,45.849727630615234,13.670352935791016
3,45.849727630615234,13.670352935791016
4,45.849727630615234,13.670352935791016
5,45.849727630615234,13.670352935791016
6,45.849727630615234,13.670352935791016
7,45.849727630615234,13.670352935791016
8,45.849727630615234,13.670352935791016
9,45.849727630615234,13.670352935791016
