task,psnrA,psnrB
0,33.76554870605469,37.81411743164063
1,35.063011169433594,38.7955436706543
2,36.73331832885742,40.64604187011719
3,37.02772521972656,41.005516052246094
4,36.69405746459961,40.68518829345703
5,42.36577606201172,46.32543563842773
6,38.49874877929688,42.37782287597656
7,39.10945129394531,42.941741943359375
8,39.30403137207031,43.16523742675781
9,36.67439270019531,40.60513305664063
