task,psnrA,psnrB
0,12.99345588684082,73.73800659179688
1,12.99345588684082,73.73800659179688
2,12.99345588684082,73.73800659179688
3,12.99345588684082,73.73800659179688
4,12.99345588684082,73.73800659179688
5,12.99345588684082,73.73800659179688
6,12.99345588684082,73.73800659179688
7,12.99345588684082,73.73800659179688
8,12.99345588684082,73.73800659179688
9,12.99345588684082,73.73800659179688
