task,psnrA,psnrB
0,15.137804985046388,79.75767517089844
1,15.137804985046388,79.75767517089844
2,15.137804985046388,79.75767517089844
3,15.137804985046388,79.75767517089844
4,15.137804985046388,79.75767517089844
5,15.137804985046388,79.75767517089844
