task,psnrA,psnrB
0,33.79750061035156,35.937965393066406
1,38.645164489746094,40.51582717895508
2,38.96340560913086,40.91567611694336
3,37.41381454467773,39.55147552490234
4,37.264381408691406,39.41350555419922
5,43.9252815246582,46.01457977294922
6,39.56427001953125,41.62273406982422
7,40.24031829833984,42.284576416015625
8,42.64241790771485,44.65364456176758
9,38.90462493896485,40.9083251953125
