task,psnrA,psnrB
0,22.5484676361084,40.5189208984375
1,22.5484676361084,40.5189208984375
2,22.5484676361084,40.5189208984375
3,22.5484676361084,40.5189208984375
4,22.5484676361084,40.5189208984375
5,22.5484676361084,40.5189208984375
6,22.5484676361084,40.5189208984375
7,22.5484676361084,40.5189208984375
