task,psnrA,psnrB
0,41.17136001586914,26.833545684814453
1,51.83075714111328,43.84683990478516
2,46.75367736816406,36.582218170166016
3,44.77496719360352,30.704864501953125
4,46.96573257446289,28.639671325683597
5,51.68012237548828,35.16875457763672
6,48.04972839355469,35.24121856689453
7,49.64615631103516,40.05531311035156
8,48.82651901245117,31.44911003112793
9,48.25210571289063,42.10527420043945
