task,psnrA,psnrB
0,12.981643676757812,81.0658187866211
1,12.981643676757812,81.0658187866211
2,12.981643676757812,81.0658187866211
3,12.981643676757812,81.0658187866211
4,12.981643676757812,81.0658187866211
5,12.981643676757812,81.0658187866211
6,12.981643676757812,81.0658187866211
7,12.981643676757812,81.0658187866211
8,12.981643676757812,81.0658187866211
9,12.981643676757812,81.0658187866211
