task,psnrA,psnrB
0,63.53110504150391,33.08159255981445
1,69.82301330566406,60.29201126098633
2,66.37633514404297,50.52962875366211
3,69.8947525024414,43.32683181762695
4,68.13525390625,44.575172424316406
5,53.69729995727539,39.66157531738281
6,74.37834930419922,62.57852554321289
7,63.47213363647461,50.17032623291016
8,60.61367034912109,34.64904022216797
9,75.6753158569336,69.32396697998047
