task,psnrA,psnrB
0,63.318458557128906,69.29087829589844
1,67.12593841552734,69.69657135009766
2,72.37308502197266,76.06298828125
3,72.5312271118164,73.90948486328125
4,70.06600952148438,74.49492645263672
5,70.48309326171875,72.98019409179688
6,68.79898834228516,72.53955078125
7,69.9410171508789,72.35255432128906
8,51.67276763916016,55.59242248535156
9,70.09168243408203,72.250244140625
