task,psnrA,psnrB
0,37.72660827636719,35.199127197265625
1,43.43328094482422,42.32044982910156
2,40.65544128417969,38.06176376342773
3,41.60487365722656,39.463470458984375
4,42.17523193359375,38.506568908691406
5,47.03350067138672,43.790374755859375
6,43.9520263671875,40.89223861694336
7,44.27436065673828,43.2384033203125
8,43.29288864135742,39.99284362792969
9,41.57266998291016,41.93880462646485
