task,psnrA,psnrB
0,47.02686309814453,50.84877395629883
1,47.02686309814453,50.84877395629883
2,47.02686309814453,50.84877395629883
3,47.02686309814453,50.84877395629883
4,47.02686309814453,50.84877395629883
5,47.02686309814453,50.84877395629883
6,47.02686309814453,50.84877395629883
7,47.02686309814453,50.84877395629883
8,47.02686309814453,50.84877395629883
