task,psnrA,psnrB
0,44.50568389892578,46.660064697265625
1,44.75579071044922,46.581573486328125
2,44.090126037597656,46.02939224243164
3,44.47510147094727,46.63456726074219
4,45.26066207885742,47.21465301513672
5,47.91923522949219,49.98683547973633
6,47.06061553955078,49.09769058227539
7,45.84492492675781,47.85853958129883
8,48.978057861328125,51.04076766967773
9,46.42488098144531,48.2835578918457
