task,psnrA,psnrB
0,35.91255569458008,35.15717315673828
1,42.323516845703125,41.30718994140625
2,39.21067428588867,37.49559020996094
3,10.632959365844728,11.774493217468262
4,40.59776306152344,38.89483642578125
5,46.02155303955078,44.5185661315918
6,42.58090591430664,41.740665435791016
7,43.26599884033203,43.706092834472656
8,43.27503967285156,41.28330612182617
9,39.58045196533203,39.952110290527344
0,35.91255569458008,35.15717315673828
