task,psnrA,psnrB
0,53.27101135253906,59.98833084106445
1,61.84803009033203,48.42422866821289
2,57.993125915527344,53.73134994506836
3,49.89974594116211,54.24972915649414
4,52.5778923034668,56.0340690612793
5,55.8037223815918,55.09027862548828
6,62.580108642578125,61.258636474609375
7,57.671669006347656,53.32519912719727
8,58.13761901855469,55.71036529541016
9,61.981388092041016,54.65663528442383
