task,psnrA,psnrB
0,42.436302185058594,44.69015502929688
1,42.78326416015625,44.557350158691406
2,46.70993041992188,48.76266479492188
3,43.97906875610352,46.0523796081543
4,45.21961975097656,47.38509750366211
5,45.01002883911133,47.218536376953125
6,47.11396789550781,49.130130767822266
7,47.21373748779297,49.19441986083984
8,49.2212142944336,51.25721740722656
9,43.62593078613281,45.40272521972656
