task,psnrA,psnrB
0,32.265316009521484,36.39523696899414
1,34.50121307373047,38.23031997680664
2,36.46591567993164,40.4209213256836
3,36.391883850097656,40.35335159301758
4,36.55267333984375,40.47286605834961
5,42.59182357788086,46.55747985839844
6,38.386531829833984,42.27674102783203
7,39.13942337036133,43.03199005126953
8,40.81135177612305,44.681373596191406
9,37.24513244628906,41.1170768737793
