task,psnrA,psnrB
0,43.17414855957031,47.12554931640625
1,41.23899841308594,45.00077819824219
2,45.41607284545898,49.25314331054688
3,38.97438430786133,42.88629913330078
4,44.08710861206055,48.126609802246094
5,46.73090362548828,50.71288299560547
6,45.598365783691406,49.446407318115234
7,44.889408111572266,48.709014892578125
8,46.357452392578125,50.21580123901367
9,40.82601165771485,44.54230880737305
