task,psnrA,psnrB
0,78.49352264404297,80.02635955810547
1,72.01993560791016,71.96292114257812
2,73.4537582397461,69.4382095336914
3,80.78278350830078,73.3980484008789
4,76.7651596069336,76.97296905517578
5,67.68218231201172,77.50298309326172
6,79.6071548461914,79.95710754394531
7,80.28633117675781,69.23136138916016
8,71.43082427978516,60.84845733642578
9,74.41163635253906,75.18917083740234
