task,psnrA,psnrB
0,43.041900634765625,46.81744384765625
1,43.041900634765625,46.81744384765625
2,43.041900634765625,46.81744384765625
3,43.041900634765625,46.81744384765625
4,43.041900634765625,46.81744384765625
5,43.041900634765625,46.81744384765625
6,43.041900634765625,46.81744384765625
7,43.041900634765625,46.81744384765625
8,43.041900634765625,46.81744384765625
