task,psnrA,psnrB
0,12.488218307495115,13.43794059753418
1,12.488218307495115,13.43794059753418
2,12.488218307495115,13.43794059753418
3,12.488218307495115,13.43794059753418
4,12.488218307495115,13.43794059753418
5,12.488218307495115,13.43794059753418
6,12.488218307495115,13.43794059753418
7,12.488218307495115,13.43794059753418
8,12.488218307495115,13.43794059753418
9,12.488218307495115,13.43794059753418
