task,psnrA,psnrB
0,74.3387680053711,78.12533569335938
1,68.28785705566406,69.5960922241211
2,75.4097671508789,75.71043395996094
3,73.33941650390625,74.08158111572266
4,61.57447052001953,65.28124237060547
5,69.59256744384766,71.88417053222656
6,61.79634094238281,61.07513046264648
7,70.36698150634766,72.65052032470703
8,75.23779296875,76.01258087158203
9,66.66410064697266,69.96578979492188
