task,psnrA,psnrB
0,31.615131378173828,17.766124725341797
1,31.615131378173828,17.766124725341797
2,31.615131378173828,17.766124725341797
3,31.615131378173828,17.766124725341797
4,31.615131378173828,17.766124725341797
5,31.615131378173828,17.766124725341797
6,31.615131378173828,17.766124725341797
7,31.615131378173828,17.766124725341797
8,31.615131378173828,17.766124725341797
9,31.615131378173828,17.766124725341797
