task,psnrA,psnrB
0,43.61104965209961,47.6087760925293
1,40.06194305419922,43.76681900024414
2,42.28873443603516,46.14086151123047
3,43.04710388183594,47.025657653808594
4,43.085819244384766,47.06558227539063
5,45.83211898803711,49.71996307373047
6,45.60245895385742,49.424766540527344
7,43.94085693359375,47.745723724365234
8,43.31044769287109,47.18010330200195
9,44.320987701416016,48.09585571289063
